,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
321,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-15,-9.0,-13.0,-10.0,,10.0,
322,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-16,-13.0,,-8.0,,,
323,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-17,-15.0,-14.0,-14.0,,11.0,
324,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-18,-15.0,-24.0,-16.0,,10.0,
325,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-19,-13.0,-24.0,-10.0,,8.0,
326,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-20,-7.0,-10.0,-1.0,,6.0,
327,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-21,0.0,-15.0,-11.0,,12.0,
328,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-22,5.0,-6.0,-13.0,,16.0,
329,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-23,-12.0,,-12.0,,,
330,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-24,-4.0,-14.0,-7.0,,9.0,
331,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-25,-4.0,-18.0,-20.0,,10.0,
332,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-26,0.0,-24.0,-16.0,,10.0,
333,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-27,-12.0,-25.0,-14.0,,8.0,
334,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-28,11.0,-2.0,-5.0,,19.0,
335,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-02-29,22.0,4.0,-3.0,,22.0,
336,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-01,12.0,,-13.0,,,
337,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-02,4.0,-4.0,-8.0,,19.0,
338,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-03,-2.0,-27.0,-23.0,,11.0,
339,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-04,15.0,-20.0,-8.0,,15.0,
340,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-05,14.0,-10.0,-1.0,,10.0,
341,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-06,13.0,-18.0,-12.0,,14.0,
342,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-07,22.0,-8.0,-7.0,,14.0,
343,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-08,21.0,,-11.0,,,
344,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-09,15.0,-14.0,-14.0,,20.0,
345,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-10,-20.0,-42.0,-32.0,,6.0,
346,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-11,-4.0,-30.0,-17.0,,13.0,
347,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-12,3.0,-29.0,-8.0,,11.0,
348,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-13,-5.0,-27.0,-17.0,,13.0,
349,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-14,3.0,-10.0,-12.0,,22.0,
350,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-15,6.0,,-4.0,,,
351,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-16,6.0,-14.0,-10.0,,7.0,
352,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-17,-2.0,-11.0,-23.0,,4.0,
353,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-18,0.0,-2.0,-13.0,,4.0,
354,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-19,-12.0,-12.0,-17.0,,0.0,
355,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-20,-11.0,-13.0,-26.0,,1.0,
356,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-21,-31.0,-8.0,-42.0,,-8.0,
357,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-22,-52.0,-20.0,-51.0,,,
358,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-23,-55.0,-34.0,-62.0,,-43.0,
359,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-24,-27.0,-18.0,-28.0,,-14.0,
360,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-25,-69.0,-65.0,-67.0,,-48.0,
361,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-26,-67.0,-55.0,-62.0,,-49.0,
362,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-27,-74.0,-58.0,-65.0,,-45.0,
363,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-28,-83.0,-50.0,-63.0,,-37.0,
364,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-29,-71.0,-44.0,-63.0,,,
365,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-30,-72.0,-48.0,-61.0,,-41.0,
366,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-03-31,-69.0,-49.0,-60.0,,-46.0,
367,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-01,-83.0,-48.0,-62.0,,-44.0,
368,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-02,-67.0,-39.0,-56.0,,-46.0,
369,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-03,-73.0,-45.0,-63.0,,-41.0,
370,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-04,-72.0,-46.0,-64.0,,-37.0,
371,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-05,-87.0,-46.0,-66.0,,,
372,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-06,,,-62.0,,-39.0,
373,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-07,,,-62.0,,-39.0,
374,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-08,,,-65.0,,-45.0,
375,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-09,,,-67.0,,-57.0,
376,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-10,,,-77.0,,-68.0,
377,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-11,,,-67.0,,-37.0,
378,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-12,,,-67.0,,,
379,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-13,,,-66.0,,-39.0,
380,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-14,,,-63.0,,-41.0,
381,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-15,,,-61.0,,-34.0,
382,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-16,,,-57.0,,-35.0,
383,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-17,,,-61.0,,-32.0,
384,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-18,,,-80.0,,-42.0,
385,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-19,,,-76.0,,,
386,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-20,,,-61.0,,-39.0,
387,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-21,,,-66.0,,-43.0,
388,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-22,,,-65.0,,-43.0,
389,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-23,,,-60.0,,-42.0,
390,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-24,,,-61.0,,-39.0,
391,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-25,,,-80.0,,-40.0,
392,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-26,,,-77.0,,,
393,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-27,,,-54.0,,-35.0,
394,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-28,,,-60.0,,-45.0,
395,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-29,,,-61.0,,-43.0,
396,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-04-30,,,-59.0,,-41.0,
397,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-01,,,-66.0,,-55.0,
398,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-02,,,-81.0,,-54.0,
399,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-03,,,-81.0,,,
400,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-04,,,-62.0,,-45.0,
401,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-05,,,-68.0,,-46.0,
402,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-06,,,-62.0,,-43.0,
403,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-07,,,-60.0,,-43.0,
404,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-08,,,-63.0,,-48.0,
405,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-09,,,-77.0,,-41.0,
406,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-10,,,-79.0,,,
407,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-11,,,-65.0,,-45.0,
408,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-12,,,-70.0,,-52.0,
409,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-13,,,-68.0,,-42.0,
410,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-14,,,-66.0,,-48.0,
411,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-15,,,-66.0,,-43.0,
412,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-16,,,-84.0,,-51.0,
413,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-17,,,-81.0,,,
414,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-18,,,-68.0,,-45.0,
415,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-19,,,-68.0,,-45.0,
416,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-20,,,-68.0,,-50.0,
417,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-21,,,-66.0,,-42.0,
418,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-22,,,-68.0,,-41.0,
419,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-23,,,-79.0,,-44.0,
420,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-24,,,-78.0,,,
421,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-25,,,-76.0,,-54.0,
422,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-26,,,-61.0,,-40.0,
423,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-27,,,-61.0,,-39.0,
424,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-28,,,-57.0,,-41.0,
425,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-29,,,-58.0,,-38.0,
426,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-30,,,-73.0,,-41.0,
427,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-05-31,,,-76.0,,,
428,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-01,,,-69.0,,-46.0,
429,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-02,,,-67.0,,-43.0,
430,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-03,,,-64.0,,-35.0,
431,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-04,,,-58.0,,-33.0,
432,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-05,,,-61.0,,-29.0,
433,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-06,,,-72.0,,-36.0,
434,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-07,,,-75.0,,,
435,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-08,,,-63.0,,-30.0,
436,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-09,,,-56.0,,-25.0,
437,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-10,,,-56.0,,-29.0,
438,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-11,,,-53.0,,-31.0,
439,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-12,,,-54.0,,-27.0,
440,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-13,,,-70.0,,-30.0,
441,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-14,,,-72.0,,,
442,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-15,,,-66.0,,-47.0,
443,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-16,,,-56.0,,-22.0,
444,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-17,,,-59.0,,-22.0,
445,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-18,,,-53.0,,-26.0,
446,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-19,,,-55.0,,-21.0,
447,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-20,,,-68.0,,-24.0,
448,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-21,,,-69.0,,,
449,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-22,,,-70.0,,-49.0,
450,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-23,,,-56.0,,-20.0,
451,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-24,,,-53.0,,-21.0,
452,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-25,,,-51.0,,-26.0,
453,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-26,,,-49.0,,-18.0,
454,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-27,,,-66.0,,-25.0,
455,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-28,,,-64.0,,,
456,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-29,,,-62.0,,-46.0,
457,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-06-30,,,-48.0,,-21.0,
458,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-01,,,-46.0,,-20.0,
459,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-02,,,-40.0,,-16.0,
460,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-03,,,-45.0,,-20.0,
461,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-04,,,-52.0,,-18.0,
462,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-05,,,-62.0,,,
463,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-06,,,-48.0,,-21.0,
464,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-07,,,-46.0,,-22.0,
465,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-08,,,-47.0,,-19.0,
466,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-09,,,-44.0,,-24.0,
467,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-10,,,-50.0,,-16.0,
468,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-11,,,-52.0,,-14.0,
469,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-12,,,-66.0,,,
470,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-13,,,-62.0,,-31.0,
471,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-14,,,-61.0,,-23.0,
472,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-15,,,-50.0,,-18.0,
473,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-16,,,-50.0,,-21.0,
474,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-17,,,-51.0,,-17.0,
475,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-18,,,-59.0,,-18.0,
476,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-19,,,-67.0,,,
477,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-20,,,-70.0,,-51.0,
478,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-21,,,-52.0,,-17.0,
479,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-22,,,-50.0,,-17.0,
480,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-23,,,-49.0,,-18.0,
481,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-24,,,-53.0,,-17.0,
482,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-25,,,-52.0,,-6.0,
483,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-26,,,-64.0,,,
484,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-27,,,-49.0,,-13.0,
485,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-28,,,-49.0,,-21.0,
486,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-29,,,-52.0,,-17.0,
487,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-30,,,-41.0,,-21.0,
488,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-07-31,,,-46.0,,-15.0,
489,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-01,,,-46.0,,-9.0,
490,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-02,,,-58.0,,,
491,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-03,,,-49.0,,-15.0,
492,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-04,,,-47.0,,-16.0,
493,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-05,,,-44.0,,-15.0,
494,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-06,,,-50.0,,-19.0,
495,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-07,,,-62.0,,-40.0,
496,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-08,,,-46.0,,-9.0,
497,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-09,,,-58.0,,,
498,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-10,,,-49.0,,-16.0,
499,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-11,,,-47.0,,-13.0,
500,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-12,,,-46.0,,-15.0,
501,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-13,,,-46.0,,-15.0,
502,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-14,,,-49.0,,-13.0,
503,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-15,,,-49.0,,-4.0,
504,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-08-16,,,-57.0,,,
505,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-09-11,,,-51.0,,-10.0,
506,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-09-12,,,-51.0,,-7.0,
507,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-09-13,,,-57.0,,,
508,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-09-14,,,-57.0,,-16.0,
509,CO,Colombia,Amazonas,,,CO-AMA,,ChIJuR67ovBG5JERmc75jvwzR3U,2020-09-15,,,-62.0,,-22.0,
